FID	Shape	GaugeLID	Status	Location	Latitude	Longitude	Waterbody	State	Observed	ObsTime	Units	Action	Flood	Moderate	Major	LowThresh	LowThreshU	WFO	HDatum	PEDTS	SecValue	SecUnit	URL
5015	Point	NLGI2	no_flooding	LaGrange Lock and Dam	39.940278	-90.534444	Illinois River	IL	10.68	7/8/2016 15:00	ft	21	23	27	29	 	ft	lsx	NAD83/WGS84	HTIRG	12.3	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=nlgi2
5016	Point	NLGL1	no_flooding	Newlight	32.089167	-91.489722	Tensas River	LA	34.86	7/8/2016 15:13	ft	54	55	57	60	 	ft	jan	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=nlgl1
5017	Point	NLIH1	no_flooding	Papaikou	19.766667	-155.154444	Honolii Stream	HI	3	7/8/2016 15:45	ft	 	15	 	20	 	ft	hnl	NAD83/WGS84	HGIRG	0.05	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=hnl&gage=nlih1
5018	Point	NLIN1	no_flooding	Neligh	42.122953	-98.043873	Elkhorn River	NE	1.59	7/8/2016 15:45	ft	9	11	12	14	 	ft	oax	NAD83/WGS84	HGIRG	0.63	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=nlin1
5019	Point	NLLO1	not_defined	Nellie	40.341389	-82.065556	Walhonding River	OH	795.77	7/8/2016 15:00	ft	 	 	 	 	 	ft	pbz	NAD83/WGS84	HTIRG	0.38	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=nllo1
5020	Point	NLNC3	not_defined	New London Harbor	41.350833	-72.083889	Long Island Sound	CT	2.94	7/8/2016 15:54	ft	 	 	 	 	 	ft	okx	NAD83/WGS84	HMIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=okx&gage=nlnc3
5021	Point	NLPN1	no_flooding	North Loup	41.5025	-98.796389	Mira Creek	NE	1.3	7/8/2016 15:45	ft	8	9	11	12	 	ft	gid	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gid&gage=nlpn1
5022	Point	NLSK1	no_flooding	Niles	38.969167	-97.476944	Solomon River	KS	4.3	7/8/2016 15:30	ft	19	24	28	34	 	ft	top	NAD83/WGS84	HGIRG	0.19	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=nlsk1
5023	Point	NLSM8	not_defined	Nelson Reservoir	48.525833	-107.517222	Milk River	MT	2218.47	7/8/2016 16:00	ft	 	 	 	 	 	ft	ggw	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ggw&gage=nlsm8
5024	Point	NLVT1	no_flooding	Nolensville	36.009167	-86.701389	Mill Creek	TN	0	7/8/2016 16:50	ft	11	13	17	20	 	ft	ohx	NAD83/WGS84	HGIRZ	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ohx&gage=nlvt1
5025	Point	NLWW4	no_flooding	Fort Washakie	43.028056	-109.001667	North Fork Little Wind River	WY	2.53	7/8/2016 15:45	ft	4.5	6	 	 	 	ft	riw	NAD83/WGS84	HGIRG	0.19	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=riw&gage=nlww4
5026	Point	NMCI3	no_flooding	North Manchester	40.994444	-85.7825	Eel River (IN)	IN	2.99	7/8/2016 15:30	ft	7	9	11	14	 	ft	iwx	NAD83/WGS84	HGIRG	0.1	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=nmci3
5027	Point	NMCM7	no_flooding	Macks Creek 8SE	37.863333	-92.898056	Niangua River	MO	5.4	7/8/2016 16:00	ft	7	 	 	 	 	ft	sgf	NAD83/WGS84	HGIRG	0.71	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=nmcm7
5028	Point	NMDI3	not_defined	New Middletown	38.120278	-86.088056	Buck Creek (S IN)	KY	1.73	7/8/2016 16:15	ft	 	 	 	 	 	ft	lmk	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=nmdi3
5029	Point	NMDM7	no_flooding	New Madrid	36.583056	-89.532222	Mississippi River	MO	19.96	7/8/2016 16:00	ft	30	34	40	44	 	ft	pah	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pah&gage=nmdm7
5030	Point	NMDV2	no_flooding	Suffolk	36.739167	-76.582778	Nansemond River	VA	2.83	7/8/2016 15:30	ft	5	5.5	7	8	 	ft	akq	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=nmdv2
5031	Point	NMIM3	no_flooding	Northampton	42.318978	-72.665091	Mill River	MA	5.57	7/8/2016 16:15	ft	9	11	 	 	 	ft	box	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=nmim3
5032	Point	NMLA4	not_defined	Nimrod Dam	34.952222	-93.161389	Fourche LaFave River	AR	336.94	7/8/2016 15:15	ft	 	 	 	 	 	ft	lzk	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lzk&gage=nmla4
5033	Point	NMLN4	no_flooding	New Milford	40.948333	-74.026667	Hackensack River	NJ	1.56	7/8/2016 15:15	ft	5.5	6	8	10	 	ft	okx	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=okx&gage=nmln4
5034	Point	NMRM8	no_flooding	International boundary near Browning	49.021944	-112.971111	North Fork Milk River	MT	3.02	7/8/2016 16:00	ft	7	 	 	 	 	ft	tfx	NAD83/WGS84	HGIRG	0.59	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=nmrm8
5035	Point	NMRV2	no_flooding	Spencer	36.568056	-79.987222	North Mayo River	VA	1.85	7/8/2016 15:45	ft	7	8	11	14	 	ft	rnk	NAD83/WGS84	HGIRG	0.12	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=nmrv2
5036	Point	NMSI3	not_defined	Morse Reservoir	40.073333	-86.046111	Cicero Creek	IN	810.14	7/8/2016 11:00	ft	 	 	 	 	810	ft	ind	NAD83/WGS84	HPIRZ	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=nmsi3
5037	Point	NMSO1	no_flooding	Newark Main Street	40.059444	-82.396389	North Fork Licking River (OH)	OH	2.45	7/8/2016 15:15	ft	13	15	19	22	 	ft	iln	NAD83/WGS84	HGIRG	0.06	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=nmso1
5038	Point	NMSW3	no_flooding	New Munster	42.610833	-88.225833	Fox River	WI	5.77	7/8/2016 15:00	ft	10	11	13	14	 	ft	mkx	NAD83/WGS84	HGIRP	0.31	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mkx&gage=nmsw3
5039	Point	NMTA2	not_defined	Nome	64.5	-165.418889	Nome	AK	1.93	7/8/2016 15:54	ft	 	 	 	 	 	ft	pafg2	NAD83/WGS84	HMIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pafg2&gage=nmta2
5040	Point	NNCT2	not_defined	Lake Nocona	33.8825	-97.6525	North Texas Lakes	TX	827.42	7/8/2016 15:00	ft	 	 	 	 	 	ft	fwd	NAD27	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=nnct2
5041	Point	NNEO2	not_defined	Lake Eucha	36.375	-94.935	Eastern Oklahoma Lakes	OK	777.65	7/8/2016 15:00	ft	 	 	 	 	 	ft	tsa	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tsa&gage=nneo2
5042	Point	NNIS1	no_flooding	NINETY NINE ISLANDS	35.031667	-81.493611	Broad River in NC/SC	SC	99.69	7/8/2016 15:00	ft	102.5	105	111	116	 	ft	gsp	NAD83/WGS84	HPIRZ	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=nnis1
5043	Point	NNRS1	no_flooding	NINETY NINE ISLANDS DAM	35.031667	-81.493611	Broad River in NC/SC	SC	99.49	7/8/2016 16:00	ft	102	105	113	116	 	ft	gsp	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=nnrs1
5044	Point	NOBG1	no_flooding	Snellville	33.777778	-84.037778	No Business Creek	GA	3.08	7/8/2016 15:45	ft	7	9	11	14	 	ft	ffc	NAD83/WGS84	HGIRG	0.03	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=nobg1
5045	Point	NOCA2	not_defined	Beaver Creek	65.363056	-147.037778	Nome Creek	AK	3.82	7/8/2016 15:00	ft	 	 	 	 	 	ft	pafg	NAD83/WGS84	HGIRG	0.34	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pafg&gage=noca2
5046	Point	NOCG1	no_flooding	Athens	33.969722	-83.3775	North Oconee River	GA	4.29	7/8/2016 16:00	ft	10	19	20	23	 	ft	ffc	NAD83/WGS84	HGIRG	0.13	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=nocg1
5047	Point	NOGA4	not_defined	Norrell LD DCP	34.016667	-91.193611	White River	AR	128.26	7/8/2016 15:15	ft	 	 	 	 	 	ft	lzk	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lzk&gage=noga4
5048	Point	NOGL1	not_defined	Old River Low Sill Structure	31.076944	-91.597222	Mississippi River	LA	36.82	7/8/2016 15:00	ft	 	 	 	 	 	ft	jan	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=nogl1
5049	Point	NOLK2	no_flooding	Nolin River Lake	37.278333	-86.2475	Nolin River	KY	520.85	7/8/2016 16:10	ft	560	560	560	560	 	ft	lmk	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=nolk2
5050	Point	NOLT1	not_defined	Nolichucky Dam HW near Greenville 8SSW	36.065556	-82.866389	Nolichucky River	TN	41.89	7/8/2016 15:15	ft	 	 	 	 	 	ft	mrx	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=nolt1
5051	Point	NOMT1	no_flooding	Martin	36.405278	-88.854722	Obion River	TN	5.61	7/8/2016 16:00	ft	19	20	21	23	 	ft	meg	NAD83/WGS84	HGIRG	0.28	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=meg&gage=nomt1
5052	Point	NONT1	no_flooding	Winchester Rd	35.049722	-89.818056	Nonconnah Creek	TN	6.9	7/8/2016 15:45	ft	16	23	 	 	 	ft	meg	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=meg&gage=nont1
5053	Point	NOOG1	no_flooding	Woodstock	34.068333	-84.535556	Noonday Creek	GA	1.52	7/8/2016 15:30	ft	8	10	13	17	 	ft	ffc	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=noog1
5054	Point	NOPM5	obs_not_current	North Ottawa Imppoundment nr Tintah MN	45.9924	-96.2569	Rabbit River	MN	 	N/A	ft	 	 	 	 	 	ft	fgf	NAD83/WGS84	HTIRG	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=nopm5
5055	Point	NORI3	no_flooding	82nd Street Bridge near Nora	39.910556	-86.105556	White River (IN)	IN	2.51	7/8/2016 16:00	ft	7.5	11	16	19	120	cfs	ind	NAD83/WGS84	HGIRG	0.51	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=nori3
5056	Point	NORI4	obs_not_current	Nora Springs	43.14268	-93.00965	Shell Rock River (Northeast IA)	IA	 	N/A	ft	 	 	 	 	 	ft	dmx	NAD83/WGS84	HGIRZ	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=nori4
5057	Point	NORL1	no_flooding	New Orleans	29.934722	-90.136111	Mississippi River	LA	5.42	7/8/2016 15:00	ft	17	17	19	20	 	ft	lix	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=norl1
5058	Point	NORM3	no_flooding	Norton	41.9476	-71.176716	Wading River	MA	5.08	7/8/2016 16:15	ft	9	9.5	11	13	 	ft	box	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=norm3
5059	Point	NORN4	no_flooding	Norma	39.495556	-75.076944	Maurice River	NJ	2.66	7/8/2016 15:15	ft	3.5	4	5	6	 	ft	phi	NAD83/WGS84	HGIRG	0.11	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=norn4
5060	Point	NOSG1	no_flooding	Powder Springs	33.859167	-84.652778	Noses Creek	GA	2	7/8/2016 15:30	ft	9	11	16	20	 	ft	ffc	NAD83/WGS84	HGIRG	0.03	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=nosg1
5061	Point	NOSV1	no_flooding	North Springfield	43.339167	-72.505556	Black River (Southern VT)	VT	15.21	7/8/2016 15:30	ft	95.5	 	 	 	 	ft	btv	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=btv&gage=nosv1
5062	Point	NOTG1	no_flooding	Nottely Dam	34.958333	-84.088333	Nottely River	GA	1773.03	7/8/2016 12:00	ft	1775	1779	 	 	 	ft	ffc	NAD83/WGS84	HPIRZ	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=notg1
5063	Point	NOTM4	not_defined	Nottawa	41.888333	-85.409444	Prairie River (MI)	MI	2.64	7/8/2016 16:00	ft	 	 	 	 	 	ft	iwx	NAD83/WGS84	HGIRG	0.04	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=notm4
5064	Point	NPBG1	no_flooding	Atlanta	33.831389	-84.342778	North Fork Peachtree Creek	GA	3.74	7/8/2016 16:15	ft	11	13	15	17	 	ft	ffc	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=npbg1
5065	Point	NPCC1	no_flooding	Highway 29	38.302222	-122.303889	Napa Creek	CA	3.23	7/8/2016 14:15	ft	8.5	 	10.5	 	 	ft	mtr	NAD83/WGS84	HGIRR	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=npcc1
5066	Point	NPGW4	no_flooding	Gallinger Ranch	42.886111	-108.860278	North Fork Popo Agie River	WY	1.95	7/8/2016 16:00	ft	3.5	5	 	 	 	ft	riw	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=riw&gage=npgw4
5067	Point	NPLI3	no_flooding	New Palestine	39.714167	-85.885556	Sugar Creek (central)	IN	2.81	7/8/2016 15:45	ft	6.5	8	10	 	3.5	cfs	ind	NAD83/WGS84	HGIRG	0.04	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=npli3
5068	Point	NPRO3	not_defined	North Powder	45.013333	-118.0525	North Powder	OR	1.38	7/8/2016 16:00	ft	 	 	 	 	 	ft	pdt	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pdt&gage=npro3
5069	Point	NPSN1	out_of_service	North Platte	41.118056	-100.772778	South Platte River	NE	7.55	7/8/2016 16:00	ft	 	 	 	 	 	 	lbf	NAD83/WGS84	HGIRG	1.61	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lbf&gage=npsn1
5070	Point	NPTA4	no_flooding	Newport	35.605278	-91.288889	White River	AR	10.45	7/8/2016 16:00	ft	21.5	26	28	30	 	ft	lzk	NAD83/WGS84	HGIRG	22	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lzk&gage=npta4
5071	Point	NPTC2	no_flooding	Nepesta	38.178889	-104.138889	Arkansas River	CO	13.15	7/8/2016 15:15	ft	15.5	16.5	17.5	18.5	 	ft	pub	NAD27	HGIRG	1.34	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pub&gage=nptc2
5072	Point	NPTN1	no_flooding	North Platte	41.154167	-100.758889	North Platte River	NE	5.29	7/8/2016 16:00	ft	5.5	6	6.5	7	 	ft	lbf	NAD83/WGS84	HGIRG	1.22	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lbf&gage=nptn1
5073	Point	NPTP1	no_flooding	Newport	40.478333	-77.129444	Juniata River	PA	3.47	7/8/2016 15:00	ft	17	22	25	30	 	ft	ctp	NAD83/WGS84	HGIRG	1.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=nptp1
5074	Point	NPVI4	no_flooding	New Providence	42.315083	-93.152056	South Fork Iowa River	IA	2.57	7/8/2016 15:45	ft	9	 	 	 	 	ft	dmx	NAD83/WGS84	HGIRG	0.05	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=npvi4
5075	Point	NPVL1	not_defined	Napoleonville	29.991389	-91.023056	Bayou Lafourche	LA	5.96	7/8/2016 16:00	ft	 	 	 	 	 	ft	lix	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=npvl1
5076	Point	NRBF1	no_flooding	Lake Butler	29.998056	-82.274167	New River	FL	1.98	7/8/2016 15:00	ft	7	9	10.5	12	 	ft	jax	NAD27	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=nrbf1
5077	Point	NRBL1	no_flooding	Baptist	30.504167	-90.545833	Natalbany River	LA	3.84	7/8/2016 16:00	ft	15	16	20	25	 	ft	lix	Unknown	HGIRG	0.05	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=nrbl1
5078	Point	NRCA2	not_defined	Council	64.891944	-163.67	Niukluk River	AK	7.55	7/8/2016 15:45	ft	 	 	 	 	 	ft	pafg2	NAD83/WGS84	HGIRG	0.7	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pafg2&gage=nrca2
5079	Point	NRCO2	obs_not_current	Norman	35.1944	-97.4847	Canadian River	OK	87.66	7/6/2016 1:00	ft	93	94	96	99	 	ft	oun	NAD83/WGS84	HGIRG	0.17	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=nrco2
5080	Point	NRCT1	no_flooding	Charlotte Avenue in Nashville	36.151111	-86.854444	Richland Creek	TN	1.08	7/8/2016 15:45	ft	10	15	17	19	 	ft	ohx	NAD83/WGS84	HGIRG	0.03	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ohx&gage=nrct1
5081	Point	NRDA2	no_flooding	Dillingham	59.935556	-158.187778	Nuyakuk River	AK	7.62	7/8/2016 15:45	ft	 	12	 	 	 	ft	pafc2	NAD83/WGS84	HGIRG	12.2	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pafc2&gage=nrda2
5082	Point	NRFM5	not_defined	Northfield	44.458333	-93.159444	Cannon River	MN	892.7	7/8/2016 15:30	ft	 	 	 	 	 	ft	mpx	NAD83/WGS84	HGIRG	1.8	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mpx&gage=nrfm5
5083	Point	NRGC1	obs_not_current	Gilroy	37.0775	-121.4943	Coyote Creek	CA	 	N/A	ft	10	 	12	 	 	ft	mtr	NAD83/WGS84	HGIRG	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=nrgc1
5084	Point	NRKW1	no_flooding	North Cedarvillle	48.841944	-122.293056	Nooksack River	WA	139.86	7/8/2016 15:15	ft	 	146.5	148	150	 	ft	sew	NAD83/WGS84	HGIRG	2.08	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sew&gage=nrkw1
5085	Point	NRMO2	not_defined	Lake Thunderbird	35.220833	-97.218056	Little River (OK)	OK	1039.92	7/8/2016 15:30	ft	 	 	 	 	 	ft	oun	NAD83/WGS84	HPIRG	125	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=nrmo2
5086	Point	NRMT1	not_defined	Normandy Dam	35.465278	-86.246667	Duck River	TN	871.06	7/8/2016 11:00	ft	 	 	 	 	840	ft	ohx	NAD83/WGS84	HPIRZ	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ohx&gage=nrmt1
5087	Point	NRSL1	not_defined	New River Canal near Sorrento	30.189167	-90.786111	Amite River Basin	LA	-5	7/8/2016 15:15	ft	 	 	 	 	 	ft	lix	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=nrsl1
5088	Point	NRSP1	no_flooding	Norristown	40.111111	-75.347222	Schuylkill River	PA	7.84	7/8/2016 15:45	ft	12	13	17	19	 	ft	phi	NAD83/WGS84	HGIRG	0.63	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=nrsp1
5089	Point	NRST1	not_defined	Norris Dam	36.223889	-84.091667	Clinch River	TN	1014.37	7/8/2016 11:00	ft	 	 	 	 	 	ft	mrx	NAD83/WGS84	HPIRZ	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=nrst1
5090	Point	NRVG1	no_flooding	Franklin	33.235278	-84.987778	New River	GA	2.95	7/8/2016 16:00	ft	9	12	17	22	 	ft	ffc	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=nrvg1
5091	Point	NRVT1	not_defined	New River	36.385556	-84.554722	New River	TN	2.79	7/8/2016 15:30	ft	 	 	 	 	 	ft	mrx	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=nrvt1
5092	Point	NRWC1	no_flooding	Narrows	34.637222	-120.424444	Santa Ynez River	CA	1.67	7/8/2016 15:30	ft	11	15	23	28	 	ft	lox	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lox&gage=nrwc1
5093	Point	NRWI4	no_flooding	Norwalk	41.457907	-93.654968	North River (Central IA)	IA	6.66	7/8/2016 15:15	ft	17	22	25	26	 	ft	dmx	NAD83/WGS84	HGIRG	0.11	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=nrwi4
5094	Point	NRWM3	no_flooding	Norwood	42.177599	-71.200886	Neponset River	MA	5.65	7/8/2016 16:15	ft	8	9	10	11	 	ft	box	NAD27	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=nrwm3
5095	Point	NRWN7	no_flooding	Norwood	35.148333	-80.175833	Rocky River NC	NC	0.73	7/8/2016 16:00	ft	20	20	30	34	 	ft	rah	NAD83/WGS84	HGIRG	0.23	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=nrwn7
5096	Point	NRXC1	no_flooding	Yountville Cross Road	38.418611	-122.351389	Napa River	CA	0.46	7/8/2016 15:20	ft	18	 	20	 	 	ft	mtr	NAD83/WGS84	HGIRR	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=nrxc1
5097	Point	NSBT2	no_flooding	Saltwater Barrier	30.156667	-94.114167	Neches River	TX	1.82	7/8/2016 15:15	ft	3	4	6	8	 	ft	lch	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lch&gage=nsbt2
5098	Point	NSHM8	no_flooding	Nashua	48.129722	-106.364167	Milk River	MT	2.82	7/8/2016 16:00	ft	18	20	28	30	 	ft	ggw	NAD83/WGS84	HGIRG	0.52	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ggw&gage=nshm8
5099	Point	NSHN3	no_flooding	Nashua	42.763422	-71.4428	Merrimack River	NH	3.89	7/8/2016 15:45	ft	16	18	26	35	 	ft	gyx	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gyx&gage=nshn3
5100	Point	NSNN4	not_defined	Neshanic Station	40.502222	-74.741944	South Branch Raritan River	NJ	4.5	7/8/2016 16:00	ft	 	 	 	 	 	ft	phi	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=nsnn4
5101	Point	NSNS1	not_defined	North Santee	33.2075	-79.384722	North Santee River	SC	4.91	7/8/2016 15:15	ft	 	 	 	 	 	ft	ilm	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ilm&gage=nsns1
5102	Point	NSOK1	no_flooding	Oswego 3E	37.165	-95.062778	Neosho River	KS	12.17	7/8/2016 15:45	ft	23	28	30	 	 	ft	sgf	NAD83/WGS84	HGIRG	2.68	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=nsok1
5103	Point	NSPW1	not_defined	Potlatch	47.328333	-123.2425	North Fork Skokomish River	WA	2.65	7/8/2016 16:00	cfs*	 	 	 	 	 	ft	sew	NAD83/WGS84	HGIRG	0.15	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sew&gage=nspw1
5104	Point	NSRT1	no_flooding	Edenwold	36.284444	-86.706389	Dry Creek	TN	5.28	7/8/2016 16:00	ft	9	12	15	18	 	ft	ohx	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ohx&gage=nsrt1
5105	Point	NSSW1	no_flooding	Saxon Bridge	48.677778	-122.165278	South Fork Nooksack River	WA	2.38	7/8/2016 16:00	ft	 	8	8.5	9.5	 	ft	sew	NAD27	HGIRG	0.45	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sew&gage=nssw1
5106	Point	NSTN3	no_flooding	North Stratford	44.749772	-71.6312	Connecticut River	NH	3.72	7/8/2016 16:15	ft	11	13	16	19	 	ft	gyx	NAD83/WGS84	HGIRG	0.86	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gyx&gage=nstn3
5107	Point	NSWM2	no_flooding	Snow Hill	38.228889	-75.471389	Nassawango Creek	MD	2.19	7/8/2016 15:30	ft	3.5	 	 	 	 	ft	akq	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=nswm2
5108	Point	NSWV2	no_flooding	Bayford	37.476389	-75.935278	Nassawadox Creek	VA	1.19	7/8/2016 15:36	ft	2.5	3	3.5	4.5	 	ft	akq	NAD83/WGS84	HMIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=nswv2
5109	Point	NTDK1	no_flooding	Norton Dam 2-DCP	39.807778	-99.934722	Prairie Dog Creek	KS	2288.98	7/8/2016 15:30	ft	 	2310	2330	2350	 	ft	gld	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gld&gage=ntdk1
5110	Point	NTDN2	no_flooding	Spanish Springs Road	39.568889	-119.725556	North Truckee Drain	NV	1.69	7/8/2016 16:00	ft	6	7	7.8	8.5	 	ft	rev	NAD27	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rev&gage=ntdn2
